Lifter Name;Age;Weight Class;Lift Type;Amount Lifted (kg)
Sarah Thomas;50;120 kg;Deadlift;182
Laura Taylor;21;120 kg;Deadlift;320
John Doe;27;83 kg;Deadlift;313
Michael Johnson;33;93 kg;Deadlift;303
Jane Smith;62;59 kg;Deadlift;273
John Doe;46;52 kg;Deadlift;275
Michael Johnson;26;66 kg;Deadlift;266
John Doe;38;105 kg;Deadlift;294
Sarah Thomas;19;Open;Deadlift;201
Emily Davis;64;93 kg;Deadlift;272
Matthew Anderson;24;120 kg;Deadlift;195
Jessica Wilson;50;Open;Deadlift;268
Sarah Thomas;60;93 kg;Deadlift;216
Matthew Anderson;40;59 kg;Deadlift;258
Laura Taylor;63;52 kg;Deadlift;113
Sarah Thomas;54;120 kg;Deadlift;296
Chris Brown;21;105 kg;Deadlift;100
Jane Smith;25;105 kg;Deadlift;176
Daniel Lee;54;83 kg;Deadlift;380
John Doe;57;93 kg;Deadlift;370
Jessica Wilson;44;83 kg;Deadlift;171
Sarah Thomas;29;105 kg;Deadlift;174
Emily Davis;49;52 kg;Deadlift;161
Daniel Lee;29;105 kg;Deadlift;259
John Doe;19;52 kg;Deadlift;307
Michael Johnson;26;120 kg;Deadlift;373
Laura Taylor;48;105 kg;Deadlift;159
Jane Smith;62;Open;Deadlift;330
Chris Brown;41;83 kg;Deadlift;377
Sarah Thomas;38;59 kg;Deadlift;349
Chris Brown;48;59 kg;Deadlift;320
Chris Brown;38;52 kg;Deadlift;327
Jessica Wilson;25;120 kg;Deadlift;212
Jessica Wilson;30;66 kg;Deadlift;155
Emily Davis;23;83 kg;Deadlift;336
Sarah Thomas;61;93 kg;Deadlift;122
Laura Taylor;41;120 kg;Deadlift;217
Chris Brown;58;105 kg;Deadlift;104
John Doe;18;105 kg;Deadlift;142
John Doe;62;120 kg;Deadlift;159
Laura Taylor;53;59 kg;Deadlift;362
Daniel Lee;49;74 kg;Deadlift;372
John Doe;43;66 kg;Deadlift;115
Jessica Wilson;40;52 kg;Deadlift;223
Chris Brown;60;105 kg;Deadlift;218
John Doe;35;52 kg;Deadlift;190
Sarah Thomas;21;74 kg;Deadlift;334
Matthew Anderson;38;120 kg;Deadlift;372
Chris Brown;63;66 kg;Deadlift;193
Jane Smith;22;66 kg;Deadlift;196
John Doe;55;Open;Deadlift;396
Emily Davis;18;120 kg;Deadlift;278
Jane Smith;57;74 kg;Deadlift;334
Chris Brown;58;105 kg;Deadlift;198
Jessica Wilson;21;74 kg;Deadlift;127
Chris Brown;43;83 kg;Deadlift;327
Laura Taylor;19;66 kg;Deadlift;190
Matthew Anderson;56;83 kg;Deadlift;180
Emily Davis;22;93 kg;Deadlift;199
Matthew Anderson;20;83 kg;Deadlift;303
Matthew Anderson;42;66 kg;Deadlift;371
Emily Davis;23;105 kg;Deadlift;395
Jane Smith;26;59 kg;Deadlift;338
Emily Davis;23;Open;Deadlift;241
Jane Smith;32;93 kg;Deadlift;119
Jessica Wilson;34;59 kg;Deadlift;290
Sarah Thomas;47;52 kg;Deadlift;349
Matthew Anderson;36;52 kg;Deadlift;189
Jessica Wilson;50;Open;Deadlift;114
Laura Taylor;49;105 kg;Deadlift;215
John Doe;55;74 kg;Deadlift;276
Jessica Wilson;21;52 kg;Deadlift;155
Sarah Thomas;52;52 kg;Deadlift;115
Sarah Thomas;52;52 kg;Deadlift;222
Laura Taylor;29;Open;Deadlift;263
Jessica Wilson;52;52 kg;Deadlift;130
Sarah Thomas;44;105 kg;Deadlift;295
Emily Davis;29;74 kg;Deadlift;332
Sarah Thomas;22;52 kg;Deadlift;379
Michael Johnson;57;120 kg;Deadlift;158
Jane Smith;31;Open;Deadlift;205
John Doe;21;83 kg;Deadlift;135
Jane Smith;46;66 kg;Deadlift;236
Jessica Wilson;19;105 kg;Deadlift;276
Emily Davis;21;Open;Deadlift;351
Emily Davis;30;66 kg;Deadlift;354
Daniel Lee;49;66 kg;Deadlift;206
Chris Brown;39;120 kg;Deadlift;399
Michael Johnson;31;52 kg;Deadlift;265
Jessica Wilson;25;83 kg;Deadlift;176
Sarah Thomas;36;105 kg;Deadlift;269
Emily Davis;64;83 kg;Deadlift;169
John Doe;19;59 kg;Deadlift;106
Laura Taylor;57;83 kg;Deadlift;317
Matthew Anderson;63;59 kg;Deadlift;392
Laura Taylor;45;Open;Deadlift;276
Daniel Lee;29;93 kg;Deadlift;232
Laura Taylor;62;66 kg;Deadlift;137
Sarah Thomas;27;105 kg;Deadlift;285
Daniel Lee;40;66 kg;Deadlift;392
Laura Taylor;23;66 kg;Deadlift;346
Matthew Anderson;41;105 kg;Deadlift;355
Jessica Wilson;24;59 kg;Deadlift;152
Emily Davis;41;93 kg;Deadlift;164
Michael Johnson;44;Open;Deadlift;374
Michael Johnson;43;120 kg;Deadlift;365
Matthew Anderson;43;105 kg;Deadlift;280
Chris Brown;27;74 kg;Deadlift;225
Sarah Thomas;22;Open;Deadlift;199
John Doe;57;74 kg;Deadlift;106
Jane Smith;34;52 kg;Deadlift;399
Laura Taylor;36;Open;Deadlift;344
Michael Johnson;64;105 kg;Deadlift;387
Emily Davis;41;83 kg;Deadlift;380
Jessica Wilson;48;105 kg;Deadlift;165
Matthew Anderson;50;83 kg;Deadlift;326
Laura Taylor;31;120 kg;Deadlift;331
Matthew Anderson;21;74 kg;Deadlift;312
John Doe;49;83 kg;Deadlift;165
Jessica Wilson;31;Open;Deadlift;105
Laura Taylor;18;66 kg;Deadlift;103
Chris Brown;64;93 kg;Deadlift;324
John Doe;42;93 kg;Deadlift;196
Daniel Lee;38;Open;Deadlift;360
John Doe;45;105 kg;Deadlift;396
Matthew Anderson;44;59 kg;Deadlift;306
Daniel Lee;44;93 kg;Deadlift;115
Emily Davis;35;52 kg;Deadlift;238
Michael Johnson;19;66 kg;Deadlift;168
Michael Johnson;47;59 kg;Deadlift;152
Michael Johnson;54;93 kg;Deadlift;387
Jane Smith;33;105 kg;Deadlift;125
Matthew Anderson;31;83 kg;Deadlift;187
Sarah Thomas;43;52 kg;Deadlift;106
Michael Johnson;64;74 kg;Deadlift;123
Sarah Thomas;46;83 kg;Deadlift;223
Daniel Lee;44;93 kg;Deadlift;265
John Doe;37;52 kg;Deadlift;171
John Doe;45;105 kg;Deadlift;300
Michael Johnson;42;52 kg;Deadlift;247
Emily Davis;62;93 kg;Deadlift;388
Michael Johnson;38;59 kg;Deadlift;141
Sarah Thomas;42;74 kg;Deadlift;298
Jane Smith;30;83 kg;Deadlift;130
Michael Johnson;39;59 kg;Deadlift;285
Michael Johnson;62;74 kg;Deadlift;163
Laura Taylor;53;105 kg;Deadlift;222
Michael Johnson;52;105 kg;Deadlift;391
Michael Johnson;51;Open;Deadlift;353
John Doe;27;74 kg;Deadlift;393
Jessica Wilson;54;59 kg;Deadlift;278
Matthew Anderson;29;105 kg;Deadlift;276
Jessica Wilson;47;59 kg;Deadlift;140
Matthew Anderson;51;52 kg;Deadlift;233
Sarah Thomas;44;83 kg;Deadlift;162
Emily Davis;64;52 kg;Deadlift;165
John Doe;27;52 kg;Deadlift;212
Jessica Wilson;19;66 kg;Deadlift;287
Michael Johnson;48;105 kg;Deadlift;148
Jessica Wilson;28;66 kg;Deadlift;295
Michael Johnson;24;Open;Deadlift;183
Jane Smith;23;120 kg;Deadlift;173
Chris Brown;23;105 kg;Deadlift;290
Michael Johnson;64;59 kg;Deadlift;209
Matthew Anderson;37;66 kg;Deadlift;168
Jane Smith;33;66 kg;Deadlift;258
Daniel Lee;56;105 kg;Deadlift;137
Chris Brown;22;59 kg;Deadlift;139
Chris Brown;56;52 kg;Deadlift;182
Laura Taylor;23;Open;Deadlift;287
John Doe;64;93 kg;Deadlift;263
Daniel Lee;39;Open;Deadlift;244
Daniel Lee;22;83 kg;Deadlift;280
Emily Davis;33;66 kg;Squat;359
Sarah Thomas;56;74 kg;Squat;264
Michael Johnson;55;93 kg;Squat;265
Jessica Wilson;62;66 kg;Squat;107
Sarah Thomas;55;52 kg;Squat;169
Sarah Thomas;56;59 kg;Squat;391
Emily Davis;46;105 kg;Squat;271
John Doe;64;105 kg;Squat;263
Matthew Anderson;61;83 kg;Squat;252
Jane Smith;31;52 kg;Squat;120
Emily Davis;35;Open;Squat;376
Sarah Thomas;23;83 kg;Squat;275
Sarah Thomas;56;66 kg;Squat;174
Laura Taylor;56;59 kg;Squat;383
Michael Johnson;55;120 kg;Squat;397
Chris Brown;44;74 kg;Squat;132
Jessica Wilson;20;Open;Squat;133
Matthew Anderson;55;93 kg;Squat;188
Chris Brown;51;Open;Squat;226
Jane Smith;53;105 kg;Squat;183
Matthew Anderson;35;120 kg;Squat;131
Jane Smith;27;59 kg;Squat;290
Laura Taylor;62;52 kg;Squat;218
Michael Johnson;61;74 kg;Squat;273
Emily Davis;60;93 kg;Squat;394
Sarah Thomas;25;74 kg;Squat;135
Chris Brown;37;120 kg;Squat;169
Chris Brown;56;83 kg;Squat;327
Chris Brown;41;66 kg;Squat;115
Emily Davis;56;59 kg;Squat;357
Chris Brown;58;Open;Squat;282
Emily Davis;20;59 kg;Squat;146
Emily Davis;35;105 kg;Squat;164
Michael Johnson;46;93 kg;Squat;215
Michael Johnson;62;74 kg;Squat;197
Emily Davis;22;74 kg;Squat;242
Sarah Thomas;38;120 kg;Squat;169
John Doe;24;Open;Squat;104
Michael Johnson;21;74 kg;Squat;101
Emily Davis;45;Open;Squat;187
Jane Smith;58;74 kg;Squat;192
Sarah Thomas;51;59 kg;Squat;119
Chris Brown;32;66 kg;Squat;203
John Doe;60;52 kg;Squat;343
Daniel Lee;52;120 kg;Squat;219
Matthew Anderson;53;Open;Squat;262
Matthew Anderson;28;52 kg;Squat;264
John Doe;46;59 kg;Squat;396
Chris Brown;41;Open;Squat;317
John Doe;25;52 kg;Squat;177
Matthew Anderson;47;120 kg;Squat;302
Daniel Lee;55;Open;Squat;352
Matthew Anderson;37;59 kg;Squat;328
Matthew Anderson;27;83 kg;Squat;311
Michael Johnson;40;120 kg;Squat;171
Daniel Lee;38;74 kg;Squat;393
Daniel Lee;59;59 kg;Squat;200
Sarah Thomas;37;66 kg;Squat;172
Michael Johnson;33;66 kg;Squat;258
Jessica Wilson;57;59 kg;Squat;222
Matthew Anderson;26;120 kg;Squat;352
Emily Davis;29;74 kg;Squat;156
Sarah Thomas;44;52 kg;Squat;257
Chris Brown;37;93 kg;Squat;259
Emily Davis;19;66 kg;Squat;294
Emily Davis;36;52 kg;Squat;204
Sarah Thomas;29;Open;Squat;247
Sarah Thomas;39;120 kg;Squat;277
Laura Taylor;47;Open;Squat;280
Jane Smith;32;74 kg;Squat;127
John Doe;59;59 kg;Squat;358
Jessica Wilson;48;120 kg;Squat;357
Emily Davis;63;52 kg;Squat;304
Emily Davis;44;93 kg;Squat;191
Jane Smith;37;105 kg;Squat;308
Chris Brown;47;120 kg;Squat;276
Jessica Wilson;58;59 kg;Squat;191
Jessica Wilson;42;93 kg;Squat;169
Jane Smith;29;105 kg;Squat;278
Michael Johnson;27;Open;Squat;285
John Doe;58;66 kg;Squat;368
Jane Smith;53;83 kg;Squat;236
John Doe;57;83 kg;Squat;239
Chris Brown;19;105 kg;Squat;310
Matthew Anderson;21;93 kg;Squat;120
Laura Taylor;30;59 kg;Squat;245
John Doe;50;59 kg;Squat;169
Emily Davis;57;59 kg;Squat;132
Laura Taylor;48;52 kg;Squat;112
Michael Johnson;42;Open;Squat;208
Emily Davis;56;Open;Squat;192
Jessica Wilson;23;105 kg;Squat;318
Laura Taylor;18;74 kg;Squat;283
Chris Brown;32;120 kg;Squat;186
Sarah Thomas;33;Open;Squat;287
Michael Johnson;20;83 kg;Squat;264
Jessica Wilson;54;66 kg;Squat;187
Jessica Wilson;49;74 kg;Squat;248
Jessica Wilson;49;59 kg;Squat;165
John Doe;40;52 kg;Squat;127
John Doe;41;74 kg;Squat;323
Sarah Thomas;35;83 kg;Squat;172
Laura Taylor;50;93 kg;Squat;132
Matthew Anderson;34;83 kg;Squat;280
Laura Taylor;28;Open;Squat;353
Daniel Lee;35;59 kg;Squat;114
Sarah Thomas;59;120 kg;Squat;294
Michael Johnson;29;105 kg;Squat;164
Chris Brown;63;52 kg;Squat;109
Chris Brown;62;83 kg;Squat;131
Jessica Wilson;60;74 kg;Squat;332
Laura Taylor;62;120 kg;Squat;334
Jane Smith;28;Open;Squat;137
Emily Davis;60;74 kg;Squat;256
Jessica Wilson;58;59 kg;Squat;308
Emily Davis;57;93 kg;Squat;192
Laura Taylor;44;59 kg;Squat;300
Daniel Lee;34;74 kg;Squat;287
Emily Davis;46;105 kg;Squat;179
Matthew Anderson;18;74 kg;Squat;253
Jessica Wilson;42;Open;Squat;201
Emily Davis;37;93 kg;Squat;128
Jane Smith;48;Open;Squat;223
Daniel Lee;28;52 kg;Squat;251
Emily Davis;64;105 kg;Squat;357
Daniel Lee;59;105 kg;Squat;190
Jane Smith;50;59 kg;Squat;244
Chris Brown;47;93 kg;Squat;233
Matthew Anderson;35;105 kg;Squat;375
Emily Davis;23;59 kg;Squat;135
Sarah Thomas;45;52 kg;Squat;283
Jane Smith;58;Open;Squat;386
Matthew Anderson;57;52 kg;Squat;192
Emily Davis;63;52 kg;Squat;164
Laura Taylor;22;105 kg;Squat;257
John Doe;38;Open;Squat;188
Emily Davis;20;Open;Squat;322
Jessica Wilson;42;Open;Squat;220
John Doe;38;105 kg;Squat;196
Michael Johnson;58;74 kg;Squat;239
Emily Davis;37;74 kg;Squat;203
Jane Smith;27;74 kg;Squat;325
Sarah Thomas;46;74 kg;Squat;331
Sarah Thomas;49;59 kg;Squat;379
Emily Davis;63;Open;Squat;138
Michael Johnson;55;52 kg;Squat;236
Sarah Thomas;35;59 kg;Squat;301
Daniel Lee;52;74 kg;Squat;161
Michael Johnson;51;74 kg;Squat;120
Laura Taylor;58;59 kg;Squat;313
Jessica Wilson;59;74 kg;Squat;351
Laura Taylor;56;74 kg;Squat;324
Sarah Thomas;33;66 kg;Squat;157
Chris Brown;31;66 kg;Squat;343
Michael Johnson;51;59 kg;Squat;179
John Doe;39;83 kg;Squat;265
John Doe;51;52 kg;Squat;281
Matthew Anderson;58;120 kg;Squat;231
Michael Johnson;25;59 kg;Squat;238
Emily Davis;44;105 kg;Squat;362
Jessica Wilson;47;74 kg;Squat;139
Matthew Anderson;28;52 kg;Squat;215
Michael Johnson;47;Open;Squat;100
Sarah Thomas;20;Open;Squat;117
Chris Brown;58;52 kg;Squat;322
Daniel Lee;58;74 kg;Squat;272
Jane Smith;25;66 kg;Squat;237
Sarah Thomas;42;52 kg;Squat;129
Daniel Lee;50;66 kg;Squat;114
Daniel Lee;38;66 kg;Squat;137
Matthew Anderson;42;74 kg;Squat;232
Michael Johnson;54;120 kg;Squat;251
Jessica Wilson;29;93 kg;Squat;233
Chris Brown;18;Open;Squat;357
Laura Taylor;35;74 kg;Squat;129
Matthew Anderson;60;93 kg;Squat;394
Jessica Wilson;57;120 kg;Squat;368
John Doe;39;52 kg;Squat;376
Jane Smith;18;120 kg;Squat;276
John Doe;61;105 kg;Squat;154
Michael Johnson;41;83 kg;Squat;258
John Doe;25;105 kg;Squat;120
Chris Brown;34;93 kg;Squat;378
Emily Davis;21;83 kg;Squat;386
Jane Smith;51;83 kg;Squat;221
Jane Smith;24;120 kg;Squat;394
John Doe;22;52 kg;Squat;344
Michael Johnson;23;52 kg;Squat;297
Michael Johnson;60;93 kg;Squat;144
Jessica Wilson;31;59 kg;Squat;207
Matthew Anderson;57;120 kg;Squat;131
Jane Smith;42;Open;Squat;157
Emily Davis;46;83 kg;Squat;293
Matthew Anderson;64;Open;Squat;350
Matthew Anderson;53;59 kg;Squat;234
Daniel Lee;25;93 kg;Squat;371
Emily Davis;40;93 kg;Squat;184
Michael Johnson;50;Open;Squat;252
Michael Johnson;56;120 kg;Squat;300
Jane Smith;45;74 kg;Squat;288
Daniel Lee;33;59 kg;Squat;378
Daniel Lee;34;83 kg;Squat;218
Jessica Wilson;22;59 kg;Squat;374
Jessica Wilson;40;120 kg;Squat;225
Matthew Anderson;45;74 kg;Squat;252
Sarah Thomas;31;83 kg;Squat;330
Sarah Thomas;43;Open;Squat;246
Jessica Wilson;36;59 kg;Squat;161
John Doe;47;83 kg;Squat;237
John Doe;58;Open;Squat;362
John Doe;35;93 kg;Squat;298
John Doe;58;74 kg;Squat;144
Laura Taylor;57;74 kg;Squat;143
Chris Brown;19;105 kg;Squat;279
Emily Davis;25;83 kg;Squat;318
Laura Taylor;23;105 kg;Squat;179
Laura Taylor;52;74 kg;Squat;142
Sarah Thomas;19;74 kg;Squat;157
Jessica Wilson;63;93 kg;Squat;167
Jane Smith;38;59 kg;Squat;331
Jessica Wilson;22;120 kg;Squat;116
Chris Brown;37;105 kg;Squat;229
Laura Taylor;50;105 kg;Squat;233
John Doe;21;59 kg;Squat;118
Matthew Anderson;55;74 kg;Squat;245
Jane Smith;55;59 kg;Squat;138
John Doe;38;105 kg;Squat;112
Matthew Anderson;48;59 kg;Squat;389
Daniel Lee;43;59 kg;Squat;267
Emily Davis;59;52 kg;Squat;334
Chris Brown;62;66 kg;Squat;208
Daniel Lee;20;66 kg;Squat;229
Matthew Anderson;51;74 kg;Squat;139
Jessica Wilson;28;66 kg;Squat;237
Matthew Anderson;57;93 kg;Squat;194
John Doe;26;105 kg;Squat;379
Emily Davis;35;59 kg;Squat;203
Jane Smith;25;52 kg;Squat;134
Laura Taylor;38;Open;Squat;379
Sarah Thomas;28;66 kg;Squat;271
Daniel Lee;20;83 kg;Squat;333
Jessica Wilson;23;Open;Squat;174
John Doe;41;59 kg;Squat;177
Emily Davis;54;105 kg;Squat;257
Chris Brown;38;59 kg;Squat;384
Jessica Wilson;25;59 kg;Squat;150
Daniel Lee;54;83 kg;Squat;240
Jessica Wilson;51;93 kg;Squat;182
Jessica Wilson;51;83 kg;Squat;144
Jane Smith;34;120 kg;Squat;317
Sarah Thomas;60;105 kg;Squat;374
Jane Smith;58;93 kg;Squat;210
Matthew Anderson;35;83 kg;Squat;353
Chris Brown;30;52 kg;Squat;182
Daniel Lee;42;83 kg;Squat;169
Michael Johnson;51;74 kg;Squat;306
Jessica Wilson;32;66 kg;Squat;171
Jane Smith;55;66 kg;Squat;100
Jessica Wilson;34;105 kg;Squat;367
Laura Taylor;37;105 kg;Squat;108
Emily Davis;57;105 kg;Squat;136
Jane Smith;60;83 kg;Squat;328
Sarah Thomas;50;66 kg;Squat;311
John Doe;50;93 kg;Squat;112
Emily Davis;40;93 kg;Squat;159
Michael Johnson;58;93 kg;Squat;302
Sarah Thomas;32;52 kg;Squat;186
Chris Brown;51;74 kg;Squat;388
Laura Taylor;60;66 kg;Squat;319
Emily Davis;42;59 kg;Squat;176
Daniel Lee;56;52 kg;Squat;148
Jessica Wilson;21;59 kg;Squat;128
Daniel Lee;42;93 kg;Squat;379
Jessica Wilson;42;66 kg;Squat;245
Sarah Thomas;24;66 kg;Squat;180
Michael Johnson;45;Open;Squat;370
John Doe;63;Open;Squat;129
Matthew Anderson;41;120 kg;Squat;361
Sarah Thomas;42;83 kg;Squat;167
Jessica Wilson;31;66 kg;Squat;260
Emily Davis;63;52 kg;Squat;322
Matthew Anderson;18;59 kg;Squat;396
Jessica Wilson;54;66 kg;Squat;168
Jane Smith;25;59 kg;Squat;320
Laura Taylor;62;93 kg;Squat;244
John Doe;34;120 kg;Squat;249
John Doe;21;105 kg;Squat;182
Jane Smith;20;Open;Squat;127
Matthew Anderson;24;93 kg;Squat;391
Matthew Anderson;39;105 kg;Squat;183
Laura Taylor;22;93 kg;Squat;250
Daniel Lee;49;Open;Squat;193
Emily Davis;48;83 kg;Squat;228
Emily Davis;29;74 kg;Squat;181
Sarah Thomas;28;83 kg;Squat;112
Daniel Lee;38;93 kg;Squat;366
Jane Smith;45;59 kg;Squat;247
Michael Johnson;43;66 kg;Squat;208
Sarah Thomas;33;93 kg;Squat;301
Daniel Lee;44;93 kg;Squat;369
Laura Taylor;23;66 kg;Squat;178
Matthew Anderson;36;83 kg;Squat;343
Sarah Thomas;18;105 kg;Squat;343
Matthew Anderson;54;105 kg;Squat;341
Laura Taylor;36;Open;Squat;311
Laura Taylor;31;66 kg;Squat;271
Michael Johnson;58;66 kg;Squat;392
Jane Smith;18;74 kg;Squat;258
Jane Smith;18;83 kg;Squat;348
John Doe;62;93 kg;Squat;110
Daniel Lee;59;52 kg;Squat;114
Michael Johnson;62;59 kg;Squat;263
Jessica Wilson;57;83 kg;Squat;341
Michael Johnson;18;52 kg;Squat;339
Laura Taylor;46;52 kg;Squat;274
Sarah Thomas;26;120 kg;Squat;348
John Doe;34;105 kg;Squat;351
Emily Davis;50;59 kg;Squat;296
Jessica Wilson;26;105 kg;Squat;118
John Doe;55;Open;Squat;204
Emily Davis;43;59 kg;Squat;184
Michael Johnson;31;120 kg;Squat;200
Chris Brown;52;66 kg;Squat;123
Emily Davis;30;93 kg;Squat;276
Daniel Lee;34;74 kg;Squat;168
Matthew Anderson;23;93 kg;Squat;232
Michael Johnson;49;105 kg;Squat;353
Laura Taylor;49;74 kg;Squat;259
Jessica Wilson;20;Open;Squat;222
Chris Brown;63;66 kg;Squat;278
Jessica Wilson;25;66 kg;Squat;329
John Doe;43;Open;Squat;252
Chris Brown;53;74 kg;Squat;383
John Doe;48;52 kg;Squat;230
Michael Johnson;52;93 kg;Squat;216
Jessica Wilson;46;74 kg;Squat;295
John Doe;35;105 kg;Squat;149
Jane Smith;40;74 kg;Squat;286
Emily Davis;39;74 kg;Squat;151
Chris Brown;30;93 kg;Squat;210
Emily Davis;28;93 kg;Squat;395
Matthew Anderson;62;52 kg;Squat;147
Jessica Wilson;53;Open;Squat;152
Jane Smith;26;93 kg;Squat;315
Jane Smith;32;120 kg;Squat;199
Michael Johnson;24;59 kg;Squat;184
Jessica Wilson;32;93 kg;Squat;114
Jane Smith;64;Open;Squat;169
Emily Davis;46;105 kg;Squat;290
Jane Smith;52;59 kg;Squat;131
Chris Brown;55;74 kg;Squat;144
Daniel Lee;55;105 kg;Squat;346
Michael Johnson;52;52 kg;Squat;195
Jane Smith;34;Open;Squat;138
Emily Davis;18;83 kg;Squat;261
Emily Davis;34;66 kg;Squat;175
Jessica Wilson;38;Open;Squat;166
Emily Davis;55;74 kg;Squat;208
Daniel Lee;59;52 kg;Squat;291
Emily Davis;45;83 kg;Squat;381
Matthew Anderson;29;66 kg;Squat;302
Emily Davis;45;66 kg;Squat;345
Matthew Anderson;42;120 kg;Squat;332
Laura Taylor;25;66 kg;Squat;126
Michael Johnson;42;105 kg;Squat;282
Laura Taylor;19;52 kg;Squat;280
Laura Taylor;64;Open;Squat;333
Matthew Anderson;19;52 kg;Squat;113
Matthew Anderson;59;52 kg;Squat;199
John Doe;31;105 kg;Squat;285
John Doe;24;59 kg;Squat;212
Chris Brown;50;74 kg;Squat;262
Laura Taylor;49;83 kg;Squat;228
Jane Smith;64;83 kg;Squat;320
Jessica Wilson;49;93 kg;Squat;228
Jane Smith;23;83 kg;Squat;388
Michael Johnson;55;74 kg;Squat;353
Jane Smith;56;66 kg;Squat;206
Chris Brown;63;120 kg;Squat;224
Matthew Anderson;30;52 kg;Squat;236
Jane Smith;47;105 kg;Squat;180
Jane Smith;55;66 kg;Squat;177
Laura Taylor;58;83 kg;Squat;389
Sarah Thomas;58;105 kg;Squat;388
Michael Johnson;64;52 kg;Squat;359
John Doe;51;93 kg;Squat;383
Emily Davis;31;66 kg;Squat;265
John Doe;52;93 kg;Squat;368
Jessica Wilson;21;59 kg;Squat;115
Matthew Anderson;59;52 kg;Squat;182
Jessica Wilson;44;Open;Squat;322
Jane Smith;20;120 kg;Squat;391
Michael Johnson;40;Open;Squat;146
Laura Taylor;37;66 kg;Squat;170
Emily Davis;49;83 kg;Squat;167
Jane Smith;21;74 kg;Squat;254
Jane Smith;45;93 kg;Squat;168
Matthew Anderson;21;105 kg;Squat;131
Jessica Wilson;50;66 kg;Squat;300
Jane Smith;20;83 kg;Squat;339
Laura Taylor;27;120 kg;Squat;374
Sarah Thomas;26;105 kg;Squat;223
Chris Brown;56;52 kg;Squat;186
Chris Brown;45;74 kg;Squat;342
Chris Brown;37;105 kg;Squat;325
Laura Taylor;53;83 kg;Squat;276
Jessica Wilson;22;74 kg;Squat;192
Emily Davis;42;52 kg;Squat;385
Chris Brown;24;83 kg;Squat;185
Laura Taylor;47;120 kg;Squat;119
John Doe;35;66 kg;Squat;263
Chris Brown;38;83 kg;Squat;226
Matthew Anderson;37;74 kg;Squat;372
John Doe;22;105 kg;Squat;355
Laura Taylor;60;93 kg;Squat;352
Matthew Anderson;62;66 kg;Squat;170
Michael Johnson;56;66 kg;Squat;269
Matthew Anderson;45;120 kg;Squat;366
Matthew Anderson;61;105 kg;Squat;382
Jane Smith;26;52 kg;Squat;347
Michael Johnson;18;52 kg;Squat;228
Jessica Wilson;35;74 kg;Squat;103
Michael Johnson;29;52 kg;Squat;384
Laura Taylor;33;74 kg;Squat;355
Laura Taylor;46;120 kg;Squat;181
Jane Smith;18;120 kg;Squat;172
Chris Brown;46;Open;Squat;178
Emily Davis;35;74 kg;Squat;310
Sarah Thomas;58;59 kg;Squat;145
John Doe;43;66 kg;Squat;392
Chris Brown;22;120 kg;Squat;101
Daniel Lee;28;52 kg;Squat;140
Jane Smith;36;52 kg;Squat;208
Jane Smith;53;66 kg;Squat;326
Michael Johnson;44;66 kg;Squat;122
Matthew Anderson;58;93 kg;Squat;127
John Doe;55;120 kg;Squat;286
Daniel Lee;55;83 kg;Squat;207
Chris Brown;29;120 kg;Squat;258
Daniel Lee;24;66 kg;Squat;399
Emily Davis;41;59 kg;Squat;341
Sarah Thomas;62;83 kg;Squat;383
Chris Brown;40;Open;Squat;370
Jane Smith;46;Open;Squat;261
Chris Brown;46;66 kg;Squat;168
Laura Taylor;21;93 kg;Squat;236
Jessica Wilson;19;93 kg;Squat;171
Jane Smith;50;52 kg;Squat;100
John Doe;30;66 kg;Squat;192
Laura Taylor;49;93 kg;Squat;383
Daniel Lee;21;120 kg;Squat;188
Chris Brown;28;120 kg;Squat;112
Chris Brown;31;52 kg;Squat;156
Chris Brown;58;Open;Squat;158
Sarah Thomas;35;66 kg;Squat;111
John Doe;63;120 kg;Squat;260
Sarah Thomas;21;66 kg;Squat;341
Daniel Lee;23;83 kg;Squat;197
Jane Smith;57;66 kg;Squat;369
Laura Taylor;25;66 kg;Squat;259
Daniel Lee;50;59 kg;Squat;307
Matthew Anderson;29;Open;Squat;223
Daniel Lee;61;74 kg;Squat;282
Matthew Anderson;53;105 kg;Squat;386
Sarah Thomas;18;93 kg;Squat;153
Sarah Thomas;36;93 kg;Squat;214
Emily Davis;54;52 kg;Squat;389
Laura Taylor;61;66 kg;Squat;192
Michael Johnson;26;Open;Squat;119
Jane Smith;37;59 kg;Squat;304
Matthew Anderson;46;120 kg;Squat;318
Jane Smith;31;83 kg;Squat;263
Jessica Wilson;28;120 kg;Squat;178
Matthew Anderson;41;52 kg;Squat;380
Matthew Anderson;31;120 kg;Squat;396
Jane Smith;64;120 kg;Squat;172
Michael Johnson;18;Open;Squat;242
Sarah Thomas;61;Open;Squat;364
Matthew Anderson;64;74 kg;Squat;135
Jane Smith;41;66 kg;Squat;225
Jessica Wilson;19;Open;Squat;148
Sarah Thomas;22;52 kg;Squat;196
Matthew Anderson;40;66 kg;Squat;341
Matthew Anderson;21;120 kg;Squat;128
Jessica Wilson;47;Open;Squat;189
Jessica Wilson;39;105 kg;Squat;345
Laura Taylor;32;66 kg;Squat;216
Laura Taylor;40;93 kg;Squat;341
Jessica Wilson;41;93 kg;Squat;355
Michael Johnson;50;59 kg;Squat;106
Michael Johnson;50;52 kg;Squat;262
Chris Brown;27;74 kg;Squat;341
